Date,Room Type,Arrangement,Average Room Rate,Occupancy Rate,Rooms Sold,Rooms Excluded,Rooms Maintenance,Room Inventory,Available Inventory,Is_Holiday,Is_Weekend,Is_Event,Is_Fasting,Is_SchoolHoliday
2024-01-17,Deluxe,RB,662282.1472789116,0.8026315789473685,61,4,14,94,76,False,False,False,False,False
2024-01-17,Deluxe,RO,552648.3382352941,0.8026315789473685,61,4,14,94,76,False,False,False,False,False
2024-01-17,Executive Suite,RB,1565591.346153846,0.8026315789473685,61,4,14,94,76,False,False,False,False,False
2024-01-17,Suite,RB,2700000.0,0.8026315789473685,61,4,14,94,76,False,False,False,False,False
2024-01-18,Deluxe,RB,691904.3996240601,0.8026315789473685,61,5,13,94,76,False,False,False,False,False
2024-01-18,Deluxe,RO,560799.2386363636,0.8026315789473685,61,5,13,94,76,False,False,False,False,False
2024-01-18,Executive Suite,RB,1448387.0192307692,0.8026315789473685,61,5,13,94,76,False,False,False,False,False
2024-01-18,Suite,RB,2241000.0,0.8026315789473685,61,5,13,94,76,False,False,False,False,False
2024-01-19,Deluxe,RB,723896.5395238096,0.631578947368421,48,2,16,94,76,False,False,False,False,False
2024-01-19,Deluxe,RO,595296.3295454546,0.631578947368421,48,2,16,94,76,False,False,False,False,False
2024-01-19,Executive Suite,RB,1096774.0384615385,0.631578947368421,48,2,16,94,76,False,False,False,False,False
2024-01-20,Deluxe,RB,739127.2662337663,0.7794117647058824,53,10,16,94,68,False,True,False,False,False
2024-01-20,Deluxe,RO,615456.8804347826,0.7794117647058824,53,10,16,94,68,False,True,False,False,False
2024-01-20,Executive Suite,RB,1482137.0192307692,0.7794117647058824,53,10,16,94,68,False,True,False,False,False
2024-01-21,Deluxe,RB,643812.3469387755,0.6307692307692307,41,10,19,94,65,False,True,False,False,False
2024-01-21,Deluxe,RO,584972.9891304348,0.6307692307692307,41,10,19,94,65,False,True,False,False,False
2024-01-21,Executive Suite,RB,1448387.0192307692,0.6307692307692307,41,10,19,94,65,False,True,False,False,False
2024-01-21,Suite,RB,2190510.0,0.6307692307692307,41,10,19,94,65,False,True,False,False,False
2024-01-22,Deluxe,RB,658526.2709183673,0.6842105263157895,52,1,17,94,76,False,False,False,False,False
2024-01-22,Deluxe,RO,587519.7884615385,0.6842105263157895,52,1,17,94,76,False,False,False,False,False
2024-01-22,Executive Suite,RB,1448387.0192307692,0.6842105263157895,52,1,17,94,76,False,False,False,False,False
2024-01-22,Executive Suite,RBT,2500000.0,0.6842105263157895,52,1,17,94,76,False,False,False,False,False
2024-01-23,Deluxe,RB,674785.0996031746,0.7631578947368421,58,1,17,94,76,False,False,False,False,False
2024-01-23,Deluxe,RO,577766.6979166666,0.7631578947368421,58,1,17,94,76,False,False,False,False,False
2024-01-23,Executive Suite,RB,1096774.0384615385,0.7631578947368421,58,1,17,94,76,False,False,False,False,False
2024-01-23,Executive Suite,RBT,2500000.0,0.7631578947368421,58,1,17,94,76,False,False,False,False,False
2024-01-24,Deluxe,RB,674005.9874458874,0.6794871794871795,53,0,16,94,78,False,False,False,False,False
2024-01-24,Deluxe,RO,577831.4204545454,0.6794871794871795,53,0,16,94,78,False,False,False,False,False
2024-01-24,Executive Suite,RB,1648387.0192307692,0.6794871794871795,53,0,16,94,78,False,False,False,False,False
2024-01-25,Deluxe,RB,683130.1273809524,0.6842105263157895,52,0,18,94,76,False,False,False,False,False
2024-01-25,Deluxe,RO,585722.625,0.6842105263157895,52,0,18,94,76,False,False,False,False,False
2024-01-25,Executive Suite,RB,1096774.0384615385,0.6842105263157895,52,0,18,94,76,False,False,False,False,False
2024-01-26,Deluxe,RB,748374.5167346938,0.7333333333333333,55,1,18,94,75,False,False,False,False,False
2024-01-26,Deluxe,RO,634505.8586956522,0.7333333333333333,55,1,18,94,75,False,False,False,False,False
2024-01-26,Executive Suite,RB,1482137.0192307692,0.7333333333333333,55,1,18,94,75,False,False,False,False,False
2024-01-27,Deluxe,RB,734150.1293436293,0.7763157894736842,59,0,18,94,76,False,True,False,False,False
2024-01-27,Deluxe,RO,646249.0434782609,0.7763157894736842,59,0,18,94,76,False,True,False,False,False
2024-01-27,Executive Suite,RB,1721424.7435897437,0.7763157894736842,59,0,18,94,76,False,True,False,False,False
2024-01-27,Executive Suite,RBT,1867500.0,0.7763157894736842,59,0,18,94,76,False,True,False,False,False
2024-01-28,Deluxe,RB,681110.6995073892,0.6410256410256411,50,0,16,94,78,False,True,False,False,False
2024-01-28,Deluxe,RO,599781.2753623188,0.6410256410256411,50,0,16,94,78,False,True,False,False,False
2024-01-28,Executive Suite,RB,1448387.1153846155,0.6410256410256411,50,0,16,94,78,False,True,False,False,False
2024-01-28,Suite,RB,1350000.0,0.6410256410256411,50,0,16,94,78,False,True,False,False,False
2024-01-29,Deluxe,RB,682962.0378151261,0.6923076923076923,54,0,16,94,78,False,False,False,False,False
2024-01-29,Deluxe,RO,584009.5666666667,0.6923076923076923,54,0,16,94,78,False,False,False,False,False
2024-01-29,Executive Suite,RB,1448387.1153846155,0.6923076923076923,54,0,16,94,78,False,False,False,False,False
2024-01-29,Suite,RB,1350000.0,0.6923076923076923,54,0,16,94,78,False,False,False,False,False
2024-01-30,Deluxe,RB,682287.0816326531,0.6933333333333334,52,0,19,94,75,False,False,False,False,False
2024-01-30,Deluxe,RO,582320.231884058,0.6933333333333334,52,0,19,94,75,False,False,False,False,False
2024-01-30,Executive Suite,RB,1448387.1153846155,0.6933333333333334,52,0,19,94,75,False,False,False,False,False
2024-01-30,Suite,RB,1350000.0,0.6933333333333334,52,0,19,94,75,False,False,False,False,False
2024-01-31,Deluxe,RB,661920.5314285714,0.6973684210526315,53,0,18,94,76,False,False,False,False,False
2024-01-31,Deluxe,RO,567680.9285714285,0.6973684210526315,53,0,18,94,76,False,False,False,False,False
2024-01-31,Executive Suite,RB,1096774.2307692308,0.6973684210526315,53,0,18,94,76,False,False,False,False,False
2024-01-31,Suite,RB,1350000.0,0.6973684210526315,53,0,18,94,76,False,False,False,False,False
2024-02-01,Deluxe,RB,668127.2817460317,0.6179775280898876,55,0,5,94,89,False,False,False,False,False
2024-02-01,Deluxe,RO,578871.6875,0.6179775280898876,55,0,5,94,89,False,False,False,False,False
2024-02-01,Executive Suite,RB,1096774.2307692308,0.6179775280898876,55,0,5,94,89,False,False,False,False,False
2024-02-01,Suite,RB,1350000.0,0.6179775280898876,55,0,5,94,89,False,False,False,False,False
2024-02-02,Deluxe,RB,709865.6391369047,0.6373626373626373,58,0,3,94,91,False,False,False,False,False
2024-02-02,Deluxe,RO,628881.18,0.6373626373626373,58,0,3,94,91,False,False,False,False,False
2024-02-02,Executive Suite,RB,1482137.1153846155,0.6373626373626373,58,0,3,94,91,False,False,False,False,False
2024-02-02,Suite,RB,1350000.0,0.6373626373626373,58,0,3,94,91,False,False,False,False,False
2024-02-03,Deluxe,RB,711831.1349206349,0.7111111111111111,64,0,4,94,90,False,True,False,False,False
2024-02-03,Deluxe,RO,630233.4333333333,0.7111111111111111,64,0,4,94,90,False,True,False,False,False
2024-02-03,Executive Suite,RB,1527591.4102564103,0.7111111111111111,64,0,4,94,90,False,True,False,False,False
2024-02-04,Deluxe,RB,682477.4566326531,0.4835164835164835,44,0,3,94,91,False,True,False,False,False
2024-02-04,Deluxe,RO,589152.8947368421,0.4835164835164835,44,0,3,94,91,False,True,False,False,False
2024-02-04,Executive Suite,RB,1357637.1153846155,0.4835164835164835,44,0,3,94,91,False,True,False,False,False
2024-02-05,Deluxe,RB,669560.8322981367,0.6043956043956044,55,0,3,94,91,False,False,False,False,False
2024-02-05,Deluxe,RO,570640.2352941176,0.6043956043956044,55,0,3,94,91,False,False,False,False,False
2024-02-05,Executive Suite,RB,1357637.1153846155,0.6043956043956044,55,0,3,94,91,False,False,False,False,False
2024-02-06,Deluxe,RB,671009.9812030075,0.6043956043956044,55,0,3,94,91,False,False,False,False,False
2024-02-06,Deluxe,RO,566272.5434782609,0.6043956043956044,55,0,3,94,91,False,False,False,False,False
2024-02-06,Executive Suite,RB,1565591.4102564103,0.6043956043956044,55,0,3,94,91,False,False,False,False,False
2024-02-07,Deluxe,RB,682136.3214285715,0.6373626373626373,58,0,3,94,91,False,False,False,False,False
2024-02-07,Deluxe,RO,593903.1474358975,0.6373626373626373,58,0,3,94,91,False,False,False,False,False
2024-02-07,Executive Suite,RB,1539278.5576923077,0.6373626373626373,58,0,3,94,91,False,False,False,False,False
2024-02-08,Deluxe,RB,867894.9772727273,0.8131868131868132,74,0,3,94,91,True,False,False,False,False
2024-02-08,Deluxe,RO,640864.9743589744,0.8131868131868132,74,0,3,94,91,True,False,False,False,False
2024-02-08,Executive Suite,RB,1655295.7051282052,0.8131868131868132,74,0,3,94,91,True,False,False,False,False
2024-02-08,Suite,RBT,2190510.0,0.8131868131868132,74,0,3,94,91,True,False,False,False,False
2024-02-09,Deluxe,RB,872361.0522875816,0.9010989010989011,82,0,3,94,91,True,False,False,False,False
2024-02-09,Deluxe,RO,665517.1884057971,0.9010989010989011,82,0,3,94,91,True,False,False,False,False
2024-02-09,Executive Suite,RB,1661682.032967033,0.9010989010989011,82,0,3,94,91,True,False,False,False,False
2024-02-09,Family Suite,RB,6000000.0,0.9010989010989011,82,0,3,94,91,True,False,False,False,False
2024-02-09,Suite,RB,1000000.0,0.9010989010989011,82,0,3,94,91,True,False,False,False,False
2024-02-10,Deluxe,RB,914245.5466666667,0.8333333333333334,75,0,4,94,90,True,True,False,False,False
2024-02-10,Deluxe,RO,650166.8596491228,0.8333333333333334,75,0,4,94,90,True,True,False,False,False
2024-02-10,Executive Suite,RB,1816354.8461538465,0.8333333333333334,75,0,4,94,90,True,True,False,False,False
2024-02-10,Family Suite,RB,5395000.0,0.8333333333333334,75,0,4,94,90,True,True,False,False,False
2024-02-10,Suite,RB,1000000.0,0.8333333333333334,75,0,4,94,90,True,True,False,False,False
2024-02-11,Deluxe,RB,738418.9242424243,0.6024096385542169,50,1,10,94,83,False,True,False,False,False
2024-02-11,Deluxe,RO,584549.5833333334,0.6024096385542169,50,1,10,94,83,False,True,False,False,False
2024-02-11,Executive Suite,RB,1096774.2307692308,0.6024096385542169,50,1,10,94,83,False,True,False,False,False
2024-02-12,Deluxe,RB,716873.9166666666,0.46987951807228917,39,1,10,94,83,False,False,False,False,False
2024-02-12,Deluxe,RO,598244.4057971014,0.46987951807228917,39,1,10,94,83,False,False,False,False,False
2024-02-12,Executive Suite,RB,1096774.2307692308,0.46987951807228917,39,1,10,94,83,False,False,False,False,False
2024-02-13,Deluxe,RB,731819.8333333334,0.21839080459770116,19,1,6,94,87,False,False,False,False,False
2024-02-13,Deluxe,RO,575539.75,0.21839080459770116,19,1,6,94,87,False,False,False,False,False
2024-02-13,Executive Suite,RB,1096774.2307692308,0.21839080459770116,19,1,6,94,87,False,False,False,False,False
2024-02-14,Deluxe,RB,651757.2916666666,0.3103448275862069,27,1,6,94,87,False,False,False,False,False
2024-02-14,Deluxe,RO,603133.5,0.3103448275862069,27,1,6,94,87,False,False,False,False,False
2024-02-14,Executive Suite,RB,1096774.2307692308,0.3103448275862069,27,1,6,94,87,False,False,False,False,False
2024-02-15,Deluxe,RB,713954.4444444445,0.5172413793103449,45,1,6,94,87,False,False,False,False,False
2024-02-15,Deluxe,RO,602109.2083333334,0.5172413793103449,45,1,6,94,87,False,False,False,False,False
2024-02-15,Executive Suite,RB,1096774.2307692308,0.5172413793103449,45,1,6,94,87,False,False,False,False,False
2024-02-16,Deluxe,RB,713505.9629629629,0.5813953488372093,50,2,6,94,86,False,False,False,False,False
2024-02-16,Deluxe,RO,640757.6746031746,0.5813953488372093,50,2,6,94,86,False,False,False,False,False
2024-02-16,Executive Suite,RB,1765591.4102564103,0.5813953488372093,50,2,6,94,86,False,False,False,False,False
2024-02-17,Deluxe,RB,740877.58045977,0.7529411764705882,64,2,7,94,85,False,True,False,False,False
2024-02-17,Deluxe,RO,653256.2055555556,0.7529411764705882,64,2,7,94,85,False,True,False,False,False
2024-02-17,Executive Suite,RB,1734914.1826923077,0.7529411764705882,64,2,7,94,85,False,True,False,False,False
2024-02-17,Family Suite,RB,5500000.0,0.7529411764705882,64,2,7,94,85,False,True,False,False,False
2024-02-18,Deluxe,RB,666714.2418831169,0.49411764705882355,42,1,8,94,85,False,True,False,False,False
2024-02-18,Deluxe,RO,613582.6203703703,0.49411764705882355,42,1,8,94,85,False,True,False,False,False
2024-02-18,Executive Suite,RB,1563218.9102564103,0.49411764705882355,42,1,8,94,85,False,True,False,False,False
2024-02-19,Deluxe,RB,697009.6213369963,0.5180722891566265,43,1,10,94,83,False,False,False,False,False
2024-02-19,Deluxe,RO,596191.8235294118,0.5180722891566265,43,1,10,94,83,False,False,False,False,False
2024-02-19,Executive Suite,RB,1096774.2307692308,0.5180722891566265,43,1,10,94,83,False,False,False,False,False
2024-02-20,Deluxe,RB,702927.9974937342,0.7407407407407407,60,1,12,94,81,False,False,False,False,False
2024-02-20,Deluxe,RO,603158.3095238095,0.7407407407407407,60,1,12,94,81,False,False,False,False,False
2024-02-20,Executive Suite,RB,1565591.4102564103,0.7407407407407407,60,1,12,94,81,False,False,False,False,False
2024-02-21,Deluxe,RB,718952.58126294,0.7804878048780488,64,0,12,94,82,False,False,True,False,False
2024-02-21,Deluxe,RO,634969.125,0.7804878048780488,64,0,12,94,82,False,False,True,False,False
2024-02-21,Executive Suite,RB,1565591.4102564103,0.7804878048780488,64,0,12,94,82,False,False,True,False,False
2024-02-22,Deluxe,RB,716848.5755411255,0.8690476190476191,73,0,10,94,84,False,False,True,False,False
2024-02-22,Deluxe,RO,603070.2333333333,0.8690476190476191,73,0,10,94,84,False,False,True,False,False
2024-02-22,Executive Suite,RB,1832795.7051282052,0.8690476190476191,73,0,10,94,84,False,False,True,False,False
2024-02-22,Suite,RB,1400000.0,0.8690476190476191,73,0,10,94,84,False,False,True,False,False
2024-02-23,Deluxe,RB,727421.2273351649,0.8271604938271605,67,3,10,94,81,False,False,False,False,False
2024-02-23,Deluxe,RO,632373.8846153846,0.8271604938271605,67,3,10,94,81,False,False,False,False,False
2024-02-23,Executive Suite,RB,1859354.8461538465,0.8271604938271605,67,3,10,94,81,False,False,False,False,False
2024-02-23,Suite,RB,1400000.0,0.8271604938271605,67,3,10,94,81,False,False,False,False,False
2024-02-24,Deluxe,RB,797119.5223214286,0.868421052631579,66,4,14,94,76,False,True,False,False,False
2024-02-24,Deluxe,RO,651705.0,0.868421052631579,66,4,14,94,76,False,True,False,False,False
2024-02-24,Executive Suite,RB,1629354.8461538462,0.868421052631579,66,4,14,94,76,False,True,False,False,False
2024-02-25,Deluxe,RB,683681.6833333333,0.75,57,0,18,94,76,False,True,False,False,False
2024-02-25,Deluxe,RO,623475.1111111111,0.75,57,0,18,94,76,False,True,False,False,False
2024-02-25,Executive Suite,RB,827765.1153846154,0.75,57,0,18,94,76,False,True,False,False,False
2024-02-26,Deluxe,RB,688688.8518518518,0.7012987012987013,54,0,17,94,77,False,False,False,False,False
2024-02-26,Deluxe,RO,601331.8653846154,0.7012987012987013,54,0,17,94,77,False,False,False,False,False
2024-02-26,Executive Suite,RB,827765.1153846154,0.7012987012987013,54,0,17,94,77,False,False,False,False,False
2024-02-27,Deluxe,RB,737672.8089430894,0.7674418604651163,66,0,8,94,86,False,False,False,False,False
2024-02-27,Deluxe,RO,642609.3125,0.7674418604651163,66,0,8,94,86,False,False,False,False,False
2024-02-27,Executive Suite,RB,1565804.5897435897,0.7674418604651163,66,0,8,94,86,False,False,False,False,False
2024-02-27,Suite,RB,2100000.0,0.7674418604651163,66,0,8,94,86,False,False,False,False,False
2024-02-28,Deluxe,RB,773782.0833333333,0.8941176470588236,76,1,8,94,85,False,False,False,False,False
2024-02-28,Deluxe,RO,682523.1875,0.8941176470588236,76,1,8,94,85,False,False,False,False,False
2024-02-28,Executive Suite,RB,1755768.9615384617,0.8941176470588236,76,1,8,94,85,False,False,False,False,False
2024-02-28,Suite,RB,2100000.0,0.8941176470588236,76,1,8,94,85,False,False,False,False,False
2024-02-29,Deluxe,RB,765840.4885752688,0.9195402298850575,80,0,7,94,87,False,False,False,False,False
2024-02-29,Deluxe,RO,635216.9333333333,0.9195402298850575,80,0,7,94,87,False,False,False,False,False
2024-02-29,Executive Suite,RB,1741826.7211538462,0.9195402298850575,80,0,7,94,87,False,False,False,False,False
2024-02-29,Suite,RB,2400380.0,0.9195402298850575,80,0,7,94,87,False,False,False,False,False
2024-03-01,Deluxe,RB,834244.9628787879,0.8181818181818182,72,3,3,94,88,False,False,False,False,False
2024-03-01,Deluxe,RO,639500.6,0.8181818181818182,72,3,3,94,88,False,False,False,False,False
2024-03-01,Executive Suite,RB,1604951.7211538462,0.8181818181818182,72,3,3,94,88,False,False,False,False,False
2024-03-01,Suite,RB,2300760.0,0.8181818181818182,72,3,3,94,88,False,False,False,False,False
2024-03-02,Deluxe,RB,866552.5177469136,0.8314606741573034,74,1,4,94,89,False,True,False,False,False
2024-03-02,Deluxe,RO,645160.6,0.8314606741573034,74,1,4,94,89,False,True,False,False,False
2024-03-02,Executive Suite,RB,1651167.721153846,0.8314606741573034,74,1,4,94,89,False,True,False,False,False
2024-03-02,Suite,RB,2300760.0,0.8314606741573034,74,1,4,94,89,False,True,False,False,False
2024-03-03,Deluxe,RB,752672.5232843137,0.6590909090909091,58,1,5,94,88,False,True,False,False,False
2024-03-03,Deluxe,RO,585303.0,0.6590909090909091,58,1,5,94,88,False,True,False,False,False
2024-03-03,Executive Suite,RB,1595402.294871795,0.6590909090909091,58,1,5,94,88,False,True,False,False,False
2024-03-04,Deluxe,RB,709755.7607142857,0.6818181818181818,60,1,5,94,88,False,False,False,False,False
2024-03-04,Deluxe,RO,594724.98436853,0.6818181818181818,60,1,5,94,88,False,False,False,False,False
2024-03-04,Executive Suite,RB,1497006.8846153845,0.6818181818181818,60,1,5,94,88,False,False,False,False,False
2024-03-05,Deluxe,RB,748667.999094203,0.788235294117647,67,2,7,94,85,False,False,False,False,False
2024-03-05,Deluxe,RO,588017.6259103641,0.788235294117647,67,2,7,94,85,False,False,False,False,False
2024-03-05,Executive Suite,RB,1544503.4423076923,0.788235294117647,67,2,7,94,85,False,False,False,False,False
2024-03-06,Deluxe,RB,770970.7181372549,0.8045977011494253,70,1,6,94,87,False,False,False,False,False
2024-03-06,Deluxe,RO,566151.1647959184,0.8045977011494253,70,1,6,94,87,False,False,False,False,False
2024-03-06,Executive Suite,RB,1459337.923076923,0.8045977011494253,70,1,6,94,87,False,False,False,False,False
2024-03-06,Suite,RB,1892711.5,0.8045977011494253,70,1,6,94,87,False,False,False,False,False
2024-03-07,Deluxe,RB,768714.2891666667,0.7613636363636364,67,1,5,94,88,False,False,False,False,False
2024-03-07,Deluxe,RO,575498.4267006803,0.7613636363636364,67,1,5,94,88,False,False,False,False,False
2024-03-07,Executive Suite,RB,1172413.7692307692,0.7613636363636364,67,1,5,94,88,False,False,False,False,False
2024-03-07,Suite,RB,1892711.5,0.7613636363636364,67,1,5,94,88,False,False,False,False,False
2024-03-08,Deluxe,RB,811087.8592342343,0.7058823529411765,60,3,6,94,85,False,False,False,False,False
2024-03-08,Deluxe,RO,659319.9328320802,0.7058823529411765,60,3,6,94,85,False,False,False,False,False
2024-03-08,Executive Suite,RB,1640804.5897435897,0.7058823529411765,60,3,6,94,85,False,False,False,False,False
2024-03-08,Suite,RB,2600000.0,0.7058823529411765,60,3,6,94,85,False,False,False,False,False
2024-03-09,Deluxe,RB,814237.8245614035,0.7528089887640449,67,1,4,94,89,False,True,False,False,False
2024-03-09,Deluxe,RO,638876.8759920635,0.7528089887640449,67,1,4,94,89,False,True,False,False,False
2024-03-09,Executive Suite,RB,1773418.9615384613,0.7528089887640449,67,1,4,94,89,False,True,False,False,False
2024-03-09,Suite,RB,1972080.0,0.7528089887640449,67,1,4,94,89,False,True,False,False,False
2024-03-10,Deluxe,RB,747416.1296296297,0.7666666666666667,69,1,3,94,90,False,True,False,False,False
2024-03-10,Deluxe,RO,640900.4511904762,0.7666666666666667,69,1,3,94,90,False,True,False,False,False
2024-03-10,Executive Suite,RB,1708102.753846154,0.7666666666666667,69,1,3,94,90,False,True,False,False,False
2024-03-11,Deluxe,RB,675715.8095238096,0.6091954022988506,53,2,5,94,87,True,False,False,True,False
2024-03-11,Deluxe,RO,550827.554347826,0.6091954022988506,53,2,5,94,87,True,False,False,True,False
2024-03-11,Executive Suite,RB,1630171.2564102563,0.6091954022988506,53,2,5,94,87,True,False,False,True,False
2024-03-12,Deluxe,RB,577120.1666666667,0.3411764705882353,29,2,7,94,85,True,False,False,True,False
2024-03-12,Deluxe,RO,514902.7239583333,0.3411764705882353,29,2,7,94,85,True,False,False,True,False
2024-03-12,Executive Suite,RB,1172413.7692307692,0.3411764705882353,29,2,7,94,85,True,False,False,True,False
2024-03-13,Deluxe,RB,576094.4242424243,0.44047619047619047,37,2,8,94,84,False,False,False,True,False
2024-03-13,Deluxe,RO,518714.2552083333,0.44047619047619047,37,2,8,94,84,False,False,False,True,False
2024-03-13,Executive Suite,RB,1172413.7692307692,0.44047619047619047,37,2,8,94,84,False,False,False,True,False
2024-03-14,Deluxe,RB,589492.4305555556,0.5,43,2,6,94,86,False,False,False,True,False
2024-03-14,Deluxe,RO,518064.9605263158,0.5,43,2,6,94,86,False,False,False,True,False
2024-03-14,Executive Suite,RB,1417244.3846153845,0.5,43,2,6,94,86,False,False,False,True,False
2024-03-15,Deluxe,RB,590806.7820512821,0.4069767441860465,35,1,7,94,86,False,False,False,True,False
2024-03-15,Deluxe,RO,529871.9886363636,0.4069767441860465,35,1,7,94,86,False,False,False,True,False
2024-03-15,Executive Suite,RB,1417244.3846153845,0.4069767441860465,35,1,7,94,86,False,False,False,True,False
2024-03-16,Deluxe,RB,610611.358974359,0.4166666666666667,35,2,8,94,84,False,True,False,True,False
2024-03-16,Deluxe,RO,549565.0760869565,0.4166666666666667,35,2,8,94,84,False,True,False,True,False
