Date,Is_NationalHoliday,Is_Weekend,Is_Event,Is_SchoolHoliday,Is_Fasting,Is_Bridge,Is_Holiday,Holiday_Duration,Days_of_Holiday,Distance_to_Holiday,Day_of_Week,Day_of_Month,Month,Year,Occupancy Rate,Room Type,Arrangement,ARR_pred
2025-09-05,True,False,False,False,False,False,True,3,1,0,4,5,9,2025,0.6162922370242044,Executive Suite,RB,1622560.3460140487
2025-09-05,True,False,False,False,False,False,True,3,1,0,4,5,9,2025,0.6162922370242044,Suite,RB,1410444.5565314908
2025-09-05,True,False,False,False,False,False,True,3,1,0,4,5,9,2025,0.6162922370242044,Family Suite,RB,4514619.127348213
2025-09-05,True,False,False,False,False,False,True,3,1,0,4,5,9,2025,0.6162922370242044,Executive Suite,RO,1587373.0614932256
2025-09-05,True,False,False,False,False,False,True,3,1,0,4,5,9,2025,0.6162922370242044,Family Suite,RO,3360360.184241072
2025-09-06,False,True,False,False,False,False,True,3,2,0,5,6,9,2025,0.6918663449590473,Deluxe,RB,851302.7783452346
2025-09-06,False,True,False,False,False,False,True,3,2,0,5,6,9,2025,0.6918663449590473,Deluxe,RO,712915.1112299908
2025-09-06,False,True,False,False,False,False,True,3,2,0,5,6,9,2025,0.6918663449590473,Executive Suite,RB,1677968.807262663
2025-09-06,False,True,False,False,False,False,True,3,2,0,5,6,9,2025,0.6918663449590473,Suite,RB,1422333.5778012746
2025-09-06,False,True,False,False,False,False,True,3,2,0,5,6,9,2025,0.6918663449590473,Family Suite,RB,4199814.23238244
2025-09-06,False,True,False,False,False,False,True,3,2,0,5,6,9,2025,0.6918663449590473,Executive Suite,RO,1637474.3977246564
2025-09-06,False,True,False,False,False,False,True,3,2,0,5,6,9,2025,0.6918663449590473,Family Suite,RO,3154528.4024107144
2025-09-07,False,True,False,False,False,False,True,3,3,0,6,7,9,2025,0.5065377341540098,Deluxe,RB,801809.3815433134
2025-09-07,False,True,False,False,False,False,True,3,3,0,6,7,9,2025,0.5065377341540098,Deluxe,RO,682345.7039787406
2025-09-07,False,True,False,False,False,False,True,3,3,0,6,7,9,2025,0.5065377341540098,Executive Suite,RB,1520328.2814685833
2025-09-07,False,True,False,False,False,False,True,3,3,0,6,7,9,2025,0.5065377341540098,Suite,RB,1252989.5756796729
2025-09-07,False,True,False,False,False,False,True,3,3,0,6,7,9,2025,0.5065377341540098,Family Suite,RB,4715147.209763392
2025-09-07,False,True,False,False,False,False,True,3,3,0,6,7,9,2025,0.5065377341540098,Executive Suite,RO,1587259.7010169744
2025-09-07,False,True,False,False,False,False,True,3,3,0,6,7,9,2025,0.5065377341540098,Family Suite,RO,3504003.7415476185
2025-09-08,False,False,False,False,False,False,False,0,0,1,0,8,9,2025,0.4311748019393428,Deluxe,RB,783614.1463680759
2025-09-08,False,False,False,False,False,False,False,0,0,1,0,8,9,2025,0.4311748019393428,Deluxe,RO,655459.5878022354
2025-09-08,False,False,False,False,False,False,False,0,0,1,0,8,9,2025,0.4311748019393428,Executive Suite,RB,1420536.4005289515
2025-09-08,False,False,False,False,False,False,False,0,0,1,0,8,9,2025,0.4311748019393428,Suite,RB,1163465.8240130437
2025-09-08,False,False,False,False,False,False,False,0,0,1,0,8,9,2025,0.4311748019393428,Family Suite,RB,4313996.882936012
2025-09-08,False,False,False,False,False,False,False,0,0,1,0,8,9,2025,0.4311748019393428,Executive Suite,RO,1695515.11413415
2025-09-08,False,False,False,False,False,False,False,0,0,1,0,8,9,2025,0.4311748019393428,Family Suite,RO,3248156.0793898804
2025-09-09,False,False,False,False,False,False,False,0,0,2,1,9,9,2025,0.48441006220491095,Deluxe,RB,781906.1888563441
2025-09-09,False,False,False,False,False,False,False,0,0,2,1,9,9,2025,0.48441006220491095,Deluxe,RO,674033.8810395951
2025-09-09,False,False,False,False,False,False,False,0,0,2,1,9,9,2025,0.48441006220491095,Executive Suite,RB,1460490.0439802124
2025-09-09,False,False,False,False,False,False,False,0,0,2,1,9,9,2025,0.48441006220491095,Suite,RB,1177190.5503357826
2025-09-09,False,False,False,False,False,False,False,0,0,2,1,9,9,2025,0.48441006220491095,Family Suite,RB,4154195.2878422625
2025-09-09,False,False,False,False,False,False,False,0,0,2,1,9,9,2025,0.48441006220491095,Executive Suite,RO,1560942.0544056522
2025-09-09,False,False,False,False,False,False,False,0,0,2,1,9,9,2025,0.48441006220491095,Family Suite,RO,3158248.387785714
2025-09-10,False,False,False,False,False,False,False,0,0,3,2,10,9,2025,0.6276009223150146,Deluxe,RB,799620.4602396233
2025-09-10,False,False,False,False,False,False,False,0,0,3,2,10,9,2025,0.6276009223150146,Deluxe,RO,685945.1196294208
2025-09-10,False,False,False,False,False,False,False,0,0,3,2,10,9,2025,0.6276009223150146,Executive Suite,RB,1408535.1191161505
2025-09-10,False,False,False,False,False,False,False,0,0,3,2,10,9,2025,0.6276009223150146,Suite,RB,1267244.8785118025
2025-09-10,False,False,False,False,False,False,False,0,0,3,2,10,9,2025,0.6276009223150146,Family Suite,RB,3905275.9086934533
2025-09-10,False,False,False,False,False,False,False,0,0,3,2,10,9,2025,0.6276009223150146,Executive Suite,RO,1380109.7024082742
2025-09-10,False,False,False,False,False,False,False,0,0,3,2,10,9,2025,0.6276009223150146,Family Suite,RO,2982659.630779762
2025-09-11,False,False,False,False,False,False,False,0,0,4,3,11,9,2025,0.6586323798478019,Deluxe,RB,812336.3203666725
2025-09-11,False,False,False,False,False,False,False,0,0,4,3,11,9,2025,0.6586323798478019,Deluxe,RO,692568.4189539887
2025-09-11,False,False,False,False,False,False,False,0,0,4,3,11,9,2025,0.6586323798478019,Executive Suite,RB,1416194.8624897646
2025-09-11,False,False,False,False,False,False,False,0,0,4,3,11,9,2025,0.6586323798478019,Suite,RB,1372336.0779884742
2025-09-11,False,False,False,False,False,False,False,0,0,4,3,11,9,2025,0.6586323798478019,Family Suite,RB,3839653.0718184523
2025-09-11,False,False,False,False,False,False,False,0,0,4,3,11,9,2025,0.6586323798478019,Executive Suite,RO,1389509.3172676454
2025-09-11,False,False,False,False,False,False,False,0,0,4,3,11,9,2025,0.6586323798478019,Family Suite,RO,2884502.176970238
2025-09-12,False,False,False,False,False,False,False,0,0,5,4,12,9,2025,0.6526833697294829,Deluxe,RB,823184.8553091595
2025-09-12,False,False,False,False,False,False,False,0,0,5,4,12,9,2025,0.6526833697294829,Deluxe,RO,704323.5802703984
2025-09-12,False,False,False,False,False,False,False,0,0,5,4,12,9,2025,0.6526833697294829,Executive Suite,RB,1529416.8170736826
2025-09-12,False,False,False,False,False,False,False,0,0,5,4,12,9,2025,0.6526833697294829,Suite,RB,1407847.1624420937
2025-09-12,False,False,False,False,False,False,False,0,0,5,4,12,9,2025,0.6526833697294829,Family Suite,RB,3850567.647845238
2025-09-12,False,False,False,False,False,False,False,0,0,5,4,12,9,2025,0.6526833697294829,Executive Suite,RO,1498686.4779595742
2025-09-12,False,False,False,False,False,False,False,0,0,5,4,12,9,2025,0.6526833697294829,Family Suite,RO,2898742.362476191
2025-09-13,False,True,False,False,False,False,False,0,0,6,5,13,9,2025,0.6732609502538277,Deluxe,RB,836409.8911547448
2025-09-13,False,True,False,False,False,False,False,0,0,6,5,13,9,2025,0.6732609502538277,Deluxe,RO,723893.9714635
2025-09-13,False,True,False,False,False,False,False,0,0,6,5,13,9,2025,0.6732609502538277,Executive Suite,RB,1641594.7992580067
2025-09-13,False,True,False,False,False,False,False,0,0,6,5,13,9,2025,0.6732609502538277,Suite,RB,1411393.9762128564
2025-09-13,False,True,False,False,False,False,False,0,0,6,5,13,9,2025,0.6732609502538277,Family Suite,RB,3830730.6377708334
2025-09-13,False,True,False,False,False,False,False,0,0,6,5,13,9,2025,0.6732609502538277,Executive Suite,RO,1605485.8832365468
2025-09-13,False,True,False,False,False,False,False,0,0,6,5,13,9,2025,0.6732609502538277,Family Suite,RO,2880933.3041577386
2025-09-14,False,True,False,False,False,False,False,0,0,7,6,14,9,2025,0.42644125708660985,Deluxe,RB,775513.0255609845
2025-09-14,False,True,False,False,False,False,False,0,0,7,6,14,9,2025,0.42644125708660985,Deluxe,RO,660182.3179929443
2025-09-14,False,True,False,False,False,False,False,0,0,7,6,14,9,2025,0.42644125708660985,Executive Suite,RB,1375087.16450284
2025-09-14,False,True,False,False,False,False,False,0,0,7,6,14,9,2025,0.42644125708660985,Suite,RB,1154612.580698815
2025-09-14,False,True,False,False,False,False,False,0,0,7,6,14,9,2025,0.42644125708660985,Family Suite,RB,4466307.029148811
2025-09-14,False,True,False,False,False,False,False,0,0,7,6,14,9,2025,0.42644125708660985,Executive Suite,RO,1664710.7693985612
2025-09-14,False,True,False,False,False,False,False,0,0,7,6,14,9,2025,0.42644125708660985,Family Suite,RO,3328333.3882440473
2025-09-15,False,False,False,False,False,False,False,0,0,8,0,15,9,2025,0.47852206543489684,Deluxe,RB,779476.7949260453
2025-09-15,False,False,False,False,False,False,False,0,0,8,0,15,9,2025,0.47852206543489684,Deluxe,RO,674306.1415861583
2025-09-15,False,False,False,False,False,False,False,0,0,8,0,15,9,2025,0.47852206543489684,Executive Suite,RB,1387632.4969397765
2025-09-15,False,False,False,False,False,False,False,0,0,8,0,15,9,2025,0.47852206543489684,Suite,RB,1165614.0210937047
2025-09-15,False,False,False,False,False,False,False,0,0,8,0,15,9,2025,0.47852206543489684,Family Suite,RB,4557684.979462933
2025-09-15,False,False,False,False,False,False,False,0,0,8,0,15,9,2025,0.47852206543489684,Executive Suite,RO,1581519.3879781044
2025-09-15,False,False,False,False,False,False,False,0,0,8,0,15,9,2025,0.47852206543489684,Family Suite,RO,3432968.8147337665
2025-09-16,False,False,False,False,False,False,False,0,0,9,1,16,9,2025,0.5380114811356217,Deluxe,RB,790607.8629376452
2025-09-16,False,False,False,False,False,False,False,0,0,9,1,16,9,2025,0.5380114811356217,Deluxe,RO,680968.9170757307
2025-09-16,False,False,False,False,False,False,False,0,0,9,1,16,9,2025,0.5380114811356217,Executive Suite,RB,1421378.258663609
2025-09-16,False,False,False,False,False,False,False,0,0,9,1,16,9,2025,0.5380114811356217,Suite,RB,1163009.8346902495
2025-09-16,False,False,False,False,False,False,False,0,0,9,1,16,9,2025,0.5380114811356217,Family Suite,RB,4756159.903226191
2025-09-16,False,False,False,False,False,False,False,0,0,9,1,16,9,2025,0.5380114811356217,Executive Suite,RO,1481811.0637218943
2025-09-16,False,False,False,False,False,False,False,0,0,9,1,16,9,2025,0.5380114811356217,Family Suite,RO,3556877.513214286
2025-09-17,False,False,False,False,False,False,False,0,0,10,2,17,9,2025,0.7100988079142069,Deluxe,RB,837245.4985823738
2025-09-17,False,False,False,False,False,False,False,0,0,10,2,17,9,2025,0.7100988079142069,Deluxe,RO,703289.7875040753
2025-09-17,False,False,False,False,False,False,False,0,0,10,2,17,9,2025,0.7100988079142069,Executive Suite,RB,1544300.3781934201
2025-09-17,False,False,False,False,False,False,False,0,0,10,2,17,9,2025,0.7100988079142069,Suite,RB,1197561.6192039845
2025-09-17,False,False,False,False,False,False,False,0,0,10,2,17,9,2025,0.7100988079142069,Family Suite,RB,4693347.504357143
2025-09-17,False,False,False,False,False,False,False,0,0,10,2,17,9,2025,0.7100988079142069,Executive Suite,RO,1511741.9113675877
2025-09-17,False,False,False,False,False,False,False,0,0,10,2,17,9,2025,0.7100988079142069,Family Suite,RO,3527626.6492529768
2025-09-18,False,False,False,False,False,False,False,0,0,11,3,18,9,2025,0.7789731518352712,Deluxe,RB,852227.1696947691
2025-09-18,False,False,False,False,False,False,False,0,0,11,3,18,9,2025,0.7789731518352712,Deluxe,RO,714856.882980834
2025-09-18,False,False,False,False,False,False,False,0,0,11,3,18,9,2025,0.7789731518352712,Executive Suite,RB,1781346.1054276305
2025-09-18,False,False,False,False,False,False,False,0,0,11,3,18,9,2025,0.7789731518352712,Suite,RB,1420076.5078594028
2025-09-18,False,False,False,False,False,False,False,0,0,11,3,18,9,2025,0.7789731518352712,Family Suite,RB,4792063.426906747
2025-09-18,False,False,False,False,False,False,False,0,0,11,3,18,9,2025,0.7789731518352712,Executive Suite,RO,1637277.8263879437
2025-09-18,False,False,False,False,False,False,False,0,0,11,3,18,9,2025,0.7789731518352712,Family Suite,RO,3569674.973449405
2025-09-19,False,False,False,False,False,False,False,0,0,12,4,19,9,2025,0.7593217504604088,Deluxe,RB,857389.4082056826
2025-09-19,False,False,False,False,False,False,False,0,0,12,4,19,9,2025,0.7593217504604088,Deluxe,RO,706604.5677728965
2025-09-19,False,False,False,False,False,False,False,0,0,12,4,19,9,2025,0.7593217504604088,Executive Suite,RB,1724332.0921852244
2025-09-19,False,False,False,False,False,False,False,0,0,12,4,19,9,2025,0.7593217504604088,Suite,RB,1451683.393364169
2025-09-19,False,False,False,False,False,False,False,0,0,12,4,19,9,2025,0.7593217504604088,Family Suite,RB,4827332.274565478
2025-09-19,False,False,False,False,False,False,False,0,0,12,4,19,9,2025,0.7593217504604088,Executive Suite,RO,1596970.0088969246
2025-09-19,False,False,False,False,False,False,False,0,0,12,4,19,9,2025,0.7593217504604088,Family Suite,RO,3586727.0721845245
2025-09-20,False,True,False,False,False,False,False,0,0,13,5,20,9,2025,0.7441729501717902,Deluxe,RB,862477.5385735659
2025-09-20,False,True,False,False,False,False,False,0,0,13,5,20,9,2025,0.7441729501717902,Deluxe,RO,702052.4920371388
2025-09-20,False,True,False,False,False,False,False,0,0,13,5,20,9,2025,0.7441729501717902,Executive Suite,RB,1708432.9382917318
2025-09-20,False,True,False,False,False,False,False,0,0,13,5,20,9,2025,0.7441729501717902,Suite,RB,1428949.3085907095
2025-09-20,False,True,False,False,False,False,False,0,0,13,5,20,9,2025,0.7441729501717902,Family Suite,RB,4716093.424104169
2025-09-20,False,True,False,False,False,False,False,0,0,13,5,20,9,2025,0.7441729501717902,Executive Suite,RO,1598909.1450672417
2025-09-20,False,True,False,False,False,False,False,0,0,13,5,20,9,2025,0.7441729501717902,Family Suite,RO,3503934.1336279768
2025-09-21,False,True,False,False,False,False,False,0,0,14,6,21,9,2025,0.4609970620790504,Deluxe,RB,787834.9238453573
2025-09-21,False,True,False,False,False,False,False,0,0,14,6,21,9,2025,0.4609970620790504,Deluxe,RO,665320.2853156915
2025-09-21,False,True,False,False,False,False,False,0,0,14,6,21,9,2025,0.4609970620790504,Executive Suite,RB,1480736.651919961
2025-09-21,False,True,False,False,False,False,False,0,0,14,6,21,9,2025,0.4609970620790504,Suite,RB,1162011.4385389688
2025-09-21,False,True,False,False,False,False,False,0,0,14,6,21,9,2025,0.4609970620790504,Family Suite,RB,5002123.149538692
2025-09-21,False,True,False,False,False,False,False,0,0,14,6,21,9,2025,0.4609970620790504,Executive Suite,RO,1635883.3281335987
2025-09-21,False,True,False,False,False,False,False,0,0,14,6,21,9,2025,0.4609970620790504,Family Suite,RO,3688858.375074405
2025-09-22,False,False,False,False,False,False,False,0,0,15,0,22,9,2025,0.502141048773166,Deluxe,RB,786173.9023985822
2025-09-22,False,False,False,False,False,False,False,0,0,15,0,22,9,2025,0.502141048773166,Deluxe,RO,673040.4786967259
2025-09-22,False,False,False,False,False,False,False,0,0,15,0,22,9,2025,0.502141048773166,Executive Suite,RB,1504014.811302249
2025-09-22,False,False,False,False,False,False,False,0,0,15,0,22,9,2025,0.502141048773166,Suite,RB,1182379.3495603665
2025-09-22,False,False,False,False,False,False,False,0,0,15,0,22,9,2025,0.502141048773166,Family Suite,RB,5036988.987357142
2025-09-22,False,False,False,False,False,False,False,0,0,15,0,22,9,2025,0.502141048773166,Executive Suite,RO,1539552.3022507373
2025-09-22,False,False,False,False,False,False,False,0,0,15,0,22,9,2025,0.502141048773166,Family Suite,RO,3727903.607595239
2025-09-23,False,False,False,False,False,False,False,0,0,16,1,23,9,2025,0.6379604719704478,Deluxe,RB,844932.4466868447
2025-09-23,False,False,False,False,False,False,False,0,0,16,1,23,9,2025,0.6379604719704478,Deluxe,RO,723440.0227960874
2025-09-23,False,False,False,False,False,False,False,0,0,16,1,23,9,2025,0.6379604719704478,Executive Suite,RB,1545967.054013676
2025-09-23,False,False,False,False,False,False,False,0,0,16,1,23,9,2025,0.6379604719704478,Suite,RB,1195669.8988341996
2025-09-23,False,False,False,False,False,False,False,0,0,16,1,23,9,2025,0.6379604719704478,Family Suite,RB,4744127.579955358
2025-09-23,False,False,False,False,False,False,False,0,0,16,1,23,9,2025,0.6379604719704478,Executive Suite,RO,1512580.9760180267
2025-09-23,False,False,False,False,False,False,False,0,0,16,1,23,9,2025,0.6379604719704478,Family Suite,RO,3480055.248526786
2025-09-24,False,False,False,False,False,False,False,0,0,17,2,24,9,2025,0.6883951511498176,Deluxe,RB,829454.703110358
2025-09-24,False,False,False,False,False,False,False,0,0,17,2,24,9,2025,0.6883951511498176,Deluxe,RO,715819.4670865509
2025-09-24,False,False,False,False,False,False,False,0,0,17,2,24,9,2025,0.6883951511498176,Executive Suite,RB,1519321.7840733856
2025-09-24,False,False,False,False,False,False,False,0,0,17,2,24,9,2025,0.6883951511498176,Suite,RB,1230109.8041802126
2025-09-24,False,False,False,False,False,False,False,0,0,17,2,24,9,2025,0.6883951511498176,Family Suite,RB,4593174.475744047
2025-09-24,False,False,False,False,False,False,False,0,0,17,2,24,9,2025,0.6883951511498176,Executive Suite,RO,1486182.7838672826
2025-09-24,False,False,False,False,False,False,False,0,0,17,2,24,9,2025,0.6883951511498176,Family Suite,RO,3399883.901473214
2025-09-25,False,False,False,False,False,False,False,0,0,18,3,25,9,2025,0.766997154406063,Deluxe,RB,859992.2193484539
2025-09-25,False,False,False,False,False,False,False,0,0,18,3,25,9,2025,0.766997154406063,Deluxe,RO,718347.8554835597
2025-09-25,False,False,False,False,False,False,False,0,0,18,3,25,9,2025,0.766997154406063,Executive Suite,RB,1714589.9564759552
2025-09-25,False,False,False,False,False,False,False,0,0,18,3,25,9,2025,0.766997154406063,Suite,RB,1481333.3677071102
2025-09-25,False,False,False,False,False,False,False,0,0,18,3,25,9,2025,0.766997154406063,Family Suite,RB,4710027.096220239
2025-09-25,False,False,False,False,False,False,False,0,0,18,3,25,9,2025,0.766997154406063,Executive Suite,RO,1590625.909518577
2025-09-25,False,False,False,False,False,False,False,0,0,18,3,25,9,2025,0.766997154406063,Family Suite,RO,3498117.2725000014
2025-09-26,False,False,False,False,False,False,False,0,0,19,4,26,9,2025,0.8236684482028416,Deluxe,RB,881292.2269762923
2025-09-26,False,False,False,False,False,False,False,0,0,19,4,26,9,2025,0.8236684482028416,Deluxe,RO,726669.1569453748
2025-09-26,False,False,False,False,False,False,False,0,0,19,4,26,9,2025,0.8236684482028416,Executive Suite,RB,1825483.3595552356
2025-09-26,False,False,False,False,False,False,False,0,0,19,4,26,9,2025,0.8236684482028416,Suite,RB,1550434.377320476
2025-09-26,False,False,False,False,False,False,False,0,0,19,4,26,9,2025,0.8236684482028416,Family Suite,RB,5042277.712808532
2025-09-26,False,False,False,False,False,False,False,0,0,19,4,26,9,2025,0.8236684482028416,Executive Suite,RO,1713351.7883493188
2025-09-26,False,False,False,False,False,False,False,0,0,19,4,26,9,2025,0.8236684482028416,Family Suite,RO,3691153.9734871034
2025-09-27,False,True,False,False,False,False,False,0,0,20,5,27,9,2025,0.8142090635492681,Deluxe,RB,883647.3335851041
2025-09-27,False,True,False,False,False,False,False,0,0,20,5,27,9,2025,0.8142090635492681,Deluxe,RO,725331.9650970291
2025-09-27,False,True,False,False,False,False,False,0,0,20,5,27,9,2025,0.8142090635492681,Executive Suite,RB,1833278.920345914
2025-09-27,False,True,False,False,False,False,False,0,0,20,5,27,9,2025,0.8142090635492681,Suite,RB,1611257.5990050873
2025-09-27,False,True,False,False,False,False,False,0,0,20,5,27,9,2025,0.8142090635492681,Family Suite,RB,5021597.302350197
2025-09-27,False,True,False,False,False,False,False,0,0,20,5,27,9,2025,0.8142090635492681,Executive Suite,RO,1723003.7978918618
2025-09-27,False,True,False,False,False,False,False,0,0,20,5,27,9,2025,0.8142090635492681,Family Suite,RO,3678573.98202877
2025-09-28,False,True,False,False,False,False,False,0,0,21,6,28,9,2025,0.4957572359995927,Deluxe,RB,789284.9517813153
2025-09-28,False,True,False,False,False,False,False,0,0,21,6,28,9,2025,0.4957572359995927,Deluxe,RO,687486.8152209425
2025-09-28,False,True,False,False,False,False,False,0,0,21,6,28,9,2025,0.4957572359995927,Executive Suite,RB,1762501.5371226007
2025-09-28,False,True,False,False,False,False,False,0,0,21,6,28,9,2025,0.4957572359995927,Suite,RB,1356403.7861888877
2025-09-28,False,True,False,False,False,False,False,0,0,21,6,28,9,2025,0.4957572359995927,Family Suite,RB,4917652.030133929
2025-09-28,False,True,False,False,False,False,False,0,0,21,6,28,9,2025,0.4957572359995927,Executive Suite,RO,1749335.8525166856
2025-09-28,False,True,False,False,False,False,False,0,0,21,6,28,9,2025,0.4957572359995927,Family Suite,RO,3618239.6948363082
2025-09-29,False,False,False,False,False,False,False,0,0,22,0,29,9,2025,0.4589663876442839,Deluxe,RB,769349.3759561089
2025-09-29,False,False,False,False,False,False,False,0,0,22,0,29,9,2025,0.4589663876442839,Deluxe,RO,665032.9636121452
2025-09-29,False,False,False,False,False,False,False,0,0,22,0,29,9,2025,0.4589663876442839,Executive Suite,RB,1555081.7361562606
2025-09-29,False,False,False,False,False,False,False,0,0,22,0,29,9,2025,0.4589663876442839,Suite,RB,1187804.5090151622
2025-09-29,False,False,False,False,False,False,False,0,0,22,0,29,9,2025,0.4589663876442839,Family Suite,RB,5246384.20277381
2025-09-29,False,False,False,False,False,False,False,0,0,22,0,29,9,2025,0.4589663876442839,Executive Suite,RO,1617378.8082427478
2025-09-29,False,False,False,False,False,False,False,0,0,22,0,29,9,2025,0.4589663876442839,Family Suite,RO,3846484.672431548
2025-09-30,False,False,False,False,False,False,False,0,0,23,1,30,9,2025,0.5023565615507234,Deluxe,RB,772381.3727509609
2025-09-30,False,False,False,False,False,False,False,0,0,23,1,30,9,2025,0.5023565615507234,Deluxe,RO,681437.3084652498
2025-09-30,False,False,False,False,False,False,False,0,0,23,1,30,9,2025,0.5023565615507234,Executive Suite,RB,1602815.9634512065
2025-09-30,False,False,False,False,False,False,False,0,0,23,1,30,9,2025,0.5023565615507234,Suite,RB,1216910.2947549412
2025-09-30,False,False,False,False,False,False,False,0,0,23,1,30,9,2025,0.5023565615507234,Family Suite,RB,5322428.876056548
2025-09-30,False,False,False,False,False,False,False,0,0,23,1,30,9,2025,0.5023565615507234,Executive Suite,RO,1595808.6025727573
2025-09-30,False,False,False,False,False,False,False,0,0,23,1,30,9,2025,0.5023565615507234,Family Suite,RO,3888905.55904762
2025-10-01,False,False,False,False,False,False,False,0,0,24,2,1,10,2025,0.6706405655970176,Deluxe,RB,786621.3421091513
2025-10-01,False,False,False,False,False,False,False,0,0,24,2,1,10,2025,0.6706405655970176,Deluxe,RO,716288.1207678148
2025-10-01,False,False,False,False,False,False,False,0,0,24,2,1,10,2025,0.6706405655970176,Executive Suite,RB,1656507.1606625232
2025-10-01,False,False,False,False,False,False,False,0,0,24,2,1,10,2025,0.6706405655970176,Suite,RB,1226622.784181055
2025-10-01,False,False,False,False,False,False,False,0,0,24,2,1,10,2025,0.6706405655970176,Family Suite,RB,4584498.03718254
2025-10-01,False,False,False,False,False,False,False,0,0,24,2,1,10,2025,0.6706405655970176,Executive Suite,RO,1612973.5645542499
2025-10-01,False,False,False,False,False,False,False,0,0,24,2,1,10,2025,0.6706405655970176,Family Suite,RO,3407307.365699405
2025-10-02,False,False,False,False,False,False,False,0,0,25,3,2,10,2025,0.7796334531271876,Deluxe,RB,824654.025159559
2025-10-02,False,False,False,False,False,False,False,0,0,25,3,2,10,2025,0.7796334531271876,Deluxe,RO,740115.3305381187
2025-10-02,False,False,False,False,False,False,False,0,0,25,3,2,10,2025,0.7796334531271876,Executive Suite,RB,1745432.6945748075
2025-10-02,False,False,False,False,False,False,False,0,0,25,3,2,10,2025,0.7796334531271876,Suite,RB,1503609.4712315362
2025-10-02,False,False,False,False,False,False,False,0,0,25,3,2,10,2025,0.7796334531271876,Family Suite,RB,4633075.792785715
2025-10-02,False,False,False,False,False,False,False,0,0,25,3,2,10,2025,0.7796334531271876,Executive Suite,RO,1644914.8907290972
2025-10-02,False,False,False,False,False,False,False,0,0,25,3,2,10,2025,0.7796334531271876,Family Suite,RO,3435915.9834613097
2025-10-03,False,False,False,False,False,False,False,0,0,26,4,3,10,2025,0.7984511415841261,Deluxe,RB,840417.0068354021
2025-10-03,False,False,False,False,False,False,False,0,0,26,4,3,10,2025,0.7984511415841261,Deluxe,RO,741808.5822049615
